time,rate,err
776076680.489664,3.8922687,1.0979629
776076690.489664,3.6591685,1.0976422
776076700.489664,4.1258307,1.0983039
776076710.489664,4.477044,1.1630646
776076720.489664,3.3103802,1.0971991
776076730.489664,3.1943467,1.0626111
776076740.489664,3.1943467,1.0626111
776076750.489664,4.829307,1.1636282
776076760.489664,2.9626215,1.0623425
776076770.489664,2.9626215,1.0623425
776076780.489664,2.731351,1.0620947
776076790.489664,2.9626215,1.0623425
776076800.489664,2.731351,1.0620947
776076810.489664,3.3103802,1.0971991
776076820.489664,2.731351,1.0620947
776076830.489664,3.4265285,1.0973418
776076840.489664,4.477044,1.1630646
776076850.489664,3.1943467,1.0626111
776076860.489664,4.0089917,1.0981308
776076870.489664,3.4265285,1.0973418
776076880.489664,2.5005333,1.0618672
776076890.489664,3.3103802,1.0971991
776076900.489664,4.0089917,1.0981308
776076910.489664,2.0402503,1.0251801
776076920.489664,4.594348,1.1632476
776076930.489664,2.5005333,1.0618672
776076940.489664,2.8469293,1.062216
776076950.489664,3.3103802,1.0971991
776076960.489664,3.6591685,1.0976422
776076970.489664,2.1551528,1.0615643
776076980.489664,2.731351,1.0620947
776076990.489664,2.385294,1.0617611
776077000.489664,2.8469293,1.062216
776077010.489664,2.6158857,1.0619783
776077020.489664,3.078427,1.0624743
776077030.489664,5.300635,1.1644485
776077040.489664,1.8107815,1.0250077
776077050.489664,5.6553726,1.1952143
776077060.489664,5.1826262,1.1642361
776077070.489664,2.8469293,1.062216
776077080.489664,3.5427911,1.0974894
776077090.489664,3.078427,1.0624743
776077100.489664,3.4265285,1.0973418
776077110.489664,2.8469293,1.062216
776077120.489664,2.8469293,1.062216
776077130.489664,4.2427855,1.0984821
776077140.489664,3.4265285,1.0973418
776077150.489664,2.5005333,1.0618672
776077160.489664,2.9626215,1.0623425
776077170.489664,4.2427855,1.0984821
776077180.489664,2.270167,1.0616602
776077190.489664,4.477044,1.1630646
776077200.489664,4.1258307,1.0983039
776077210.489664,3.1943467,1.0626111
776077220.489664,2.8469293,1.062216
776077230.489664,3.078427,1.0624743
776077240.489664,1.8107815,1.0250077
776077250.489664,3.4265285,1.0973418
776077260.489664,4.1258307,1.0983039
776077270.489664,2.731351,1.0620947
776077280.489664,3.078427,1.0624743
776077290.489664,3.4265285,1.0973418
776077300.489664,2.270167,1.0616602
776077310.489664,3.8922687,1.0979629
776077320.489664,2.5005333,1.0618672
776077330.489664,1.467414,1.024788
776077340.489664,5.537008,1.1648885
776077350.489664,4.477044,1.1630646
776077360.489664,2.9626215,1.0623425
776077370.489664,3.775661,1.0977999
776077380.489664,4.0089917,1.0981308
776077390.489664,2.731351,1.0620947
776077400.489664,3.6591685,1.0976422
776077410.489664,5.0647354,1.1640285
776077420.489664,3.775661,1.0977999
776077430.489664,3.1943467,1.0626111
776077440.489664,3.775661,1.0977999
776077450.489664,3.5427911,1.0974894
776077460.489664,5.418762,1.164666
776077470.489664,4.711769,1.1634355
776077480.489664,2.731351,1.0620947
776077490.489664,3.3103802,1.0971991
776077500.489664,2.270167,1.0616602
776077510.489664,1.5817586,1.0248561
776077520.489664,3.5427911,1.0974894
776077530.489664,4.711769,1.1634355
776077540.489664,4.0089917,1.0981308
776077550.489664,2.8469293,1.062216
776077560.489664,2.385294,1.0617611
776077570.489664,3.5427911,1.0974894
776077580.489664,2.270167,1.0616602
776077590.489664,2.731351,1.0620947
776077600.489664,3.1943467,1.0626111
776077610.489664,2.385294,1.0617611
776077620.489664,1.3531803,1.0247251
776077630.489664,3.078427,1.0624743
776077640.489664,3.4265285,1.0973418
776077650.489664,3.4265285,1.0973418
776077660.489664,3.6591685,1.0976422
776077670.489664,4.0089917,1.0981308
776077680.489664,2.6158857,1.0619783
776077690.489664,3.4265285,1.0973418
776077700.489664,3.775661,1.0977999
776077710.489664,3.1943467,1.0626111
776077720.489664,2.0402503,1.0251801
776077730.489664,3.1943467,1.0626111
776077740.489664,2.9626215,1.0623425
776077750.489664,3.775661,1.0977999
776077760.489664,4.829307,1.1636282
776077770.489664,3.1943467,1.0626111
776077780.489664,2.9626215,1.0623425
776077790.489664,3.775661,1.0977999
776077800.489664,2.5005333,1.0618672
776077810.489664,3.3103802,1.0971991
776077820.489664,3.8922687,1.0979629
776077830.489664,4.2427855,1.0984821
776077840.489664,2.9626215,1.0623425
776077850.489664,2.6158857,1.0619783
776077860.489664,3.3103802,1.0971991
776077870.489664,4.0089917,1.0981308
776077880.489664,3.3103802,1.0971991
776077890.489664,3.5427911,1.0974894
776077900.489664,3.1943467,1.0626111
776077910.489664,3.078427,1.0624743
776077920.489664,3.8922687,1.0979629
776077930.489664,2.9626215,1.0623425
776077940.489664,1.9254601,1.0250913
776077950.489664,2.385294,1.0617611
776077960.489664,3.3103802,1.0971991
776077970.489664,3.1943467,1.0626111
776077980.489664,2.385294,1.0617611
776077990.489664,4.2427855,1.0984821
776078000.489664,5.29117,1.1644313
776078318.477945,2.7254136,1.0591396
776078328.477945,3.656976,1.1269878
776078338.477945,2.2624948,1.0587034
776078348.477945,1.5716515,1.0221797
776078358.477945,2.0317442,1.022504
776078368.477945,1.9165454,1.022415
776078378.477945,2.6095061,1.0590228
776078388.477945,3.8910708,1.1273013
776078398.477945,3.656976,1.1269878
776078408.477945,3.54011,1.1268384
776078418.477945,2.7254136,1.0591396
776078428.477945,2.4937174,1.0589112
776078438.477945,1.8014638,1.0223314
776078448.477945,2.7254136,1.0591396
776078458.477945,4.243124,1.1278093
776078468.477945,3.0738509,1.0595211
776078478.477945,1.9165454,1.022415
776078488.477945,3.54011,1.1268384
776078498.477945,3.1902356,1.0596586
776078508.477945,4.832327,1.1598786
776078518.477945,2.0317442,1.022504
776078528.477945,2.7254136,1.0591396
776078538.477945,1.8014638,1.0223314
776078548.477945,5.3059106,1.1607063
776078558.477945,3.54011,1.1268384
776078568.477945,4.596277,1.1594948
776078578.477945,2.2624948,1.0587034
776078588.477945,4.1256514,1.1276349
776078598.477945,4.0083003,1.1274656
776078608.477945,3.656976,1.1269878
776078618.477945,3.0738509,1.0595211
776078628.477945,3.54011,1.1268384
776078638.477945,3.656976,1.1269878
776078648.477945,3.54011,1.1268384
776078658.477945,3.30674,1.0598016
776078668.477945,2.4937174,1.0589112
776078678.477945,4.0083003,1.1274656
776078688.477945,2.1470606,1.0225983
776078698.477945,3.4233649,1.1266942
776078708.477945,4.596277,1.1594948
776078718.477945,4.1256514,1.1276349
776078728.477945,4.243124,1.1278093
776078738.477945,4.360719,1.1279887
776078748.477945,2.378047,1.0588048
776078758.477945,2.9575858,1.0593888
776078768.477945,4.1256514,1.1276349
776078778.477945,3.54011,1.1268384
776078788.477945,2.2624948,1.0587034
776078798.477945,4.832327,1.1598786
776078808.477945,2.6095061,1.0590228
776078818.477945,4.243124,1.1278093
776078828.477945,1.8014638,1.0223314
776078838.477945,3.8910708,1.1273013
776078848.477945,3.656976,1.1269878
776078858.477945,4.243124,1.1278093
776078868.477945,2.6095061,1.0590228
776078878.477945,3.1902356,1.0596586
776078888.477945,1.9165454,1.022415
776078898.477945,3.1902356,1.0596586
776078908.477945,2.2624948,1.0587034
776078918.477945,3.4233649,1.1266942
776078928.477945,2.378047,1.0588048
776078938.477945,3.4233649,1.1266942
776078948.477945,2.378047,1.0588048
776078958.477945,2.0317442,1.022504
776078968.477945,2.1470606,1.0225983
776078978.477945,4.478437,1.1281731
776078988.477945,3.30674,1.0598016
776078998.477945,2.378047,1.0588048
776079008.477945,1.6864992,1.0222529
776079018.477945,2.2624948,1.0587034
776079028.477945,2.1470606,1.0225983
776079038.477945,3.0738509,1.0595211
776079048.477945,6.378785,1.1926723
776079058.477945,3.0738509,1.0595211
776079068.477945,2.7254136,1.0591396
776079078.477945,2.8414402,1.0592616
776079088.477945,2.7254136,1.0591396
776079098.477945,2.4937174,1.0589112
776079108.477945,3.0738509,1.0595211
776079118.477945,3.30674,1.0598016
776079128.477945,3.0738509,1.0595211
776079138.477945,2.7254136,1.0591396
776079148.477945,3.656976,1.1269878
776079158.477945,2.8414402,1.0592616
776079168.477945,3.0738509,1.0595211
776079178.477945,4.1256514,1.1276349
776079188.477945,3.54011,1.1268384
776079198.477945,3.656976,1.1269878
776079208.477945,4.1256514,1.1276349
776079218.477945,3.0738509,1.0595211
776079228.477945,2.2624948,1.0587034
776079238.477945,2.2624948,1.0587034
776079248.477945,2.378047,1.0588048
776079258.477945,3.0738509,1.0595211
776079268.477945,2.7254136,1.0591396
776079278.477945,4.478437,1.1281731
776079288.477945,3.0738509,1.0595211
776079298.477945,2.0317442,1.022504
776079308.477945,2.9575858,1.0593888
776079318.477945,2.2624948,1.0587034
776079328.477945,3.54011,1.1268384
776079338.477945,2.2624948,1.0587034
776079348.477945,2.9575858,1.0593888
776079358.477945,1.8014638,1.0223314
776079368.477945,3.4233649,1.1266942
776079378.477945,2.9575858,1.0593888
776079388.477945,2.2624948,1.0587034
776079398.477945,3.4233649,1.1266942
776079408.477945,5.0688705,1.1602824
776079418.477945,1.8014638,1.0223314
776079428.477945,3.656976,1.1269878
776079438.477945,3.8910708,1.1273013
776079448.477945,2.0317442,1.022504
776079458.477945,2.4937174,1.0589112
776079468.477945,4.1256514,1.1276349
776079478.477945,3.4233649,1.1266942
776079488.477945,1.6864992,1.0222529
776079498.477945,2.1470606,1.0225983
776079508.477945,1.2278067,1.0219914
776079518.477945,3.0738509,1.0595211
776079528.477945,2.378047,1.0588048
776079538.477945,5.0688705,1.1602824
776079548.477945,2.4937174,1.0589112
776079558.477945,3.1902356,1.0596586
776079568.477945,1.9165454,1.022415
776079578.477945,3.30674,1.0598016
776079588.477945,4.360719,1.1279887
776079598.477945,5.0688705,1.1602824
776079608.477945,4.478437,1.1281731
776079618.477945,3.0738509,1.0595211
776079628.477945,2.378047,1.0588048
776079638.477945,3.4233649,1.1266942
776079648.477945,2.7254136,1.0591396
776079658.477945,3.0738509,1.0595211
776079668.477945,2.6095061,1.0590228
776079678.477945,3.656976,1.1269878
776079688.477945,2.378047,1.0588048
776079698.477945,3.30674,1.0598016
776079708.477945,3.656976,1.1269878
776079718.477945,3.4233649,1.1266942
776079728.477945,3.4233649,1.1266942
776079738.477945,3.773963,1.1271421
776079748.477945,2.9575858,1.0593888
776079758.477945,1.9165454,1.022415
776079768.477945,3.30674,1.0598016
776079778.477945,2.4937174,1.0589112
776079788.477945,3.30674,1.0598016
776079798.477945,2.7254136,1.0591396
776079808.477945,2.6095061,1.0590228
776079818.477945,3.656976,1.1269878
776079828.477945,3.30674,1.0598016
776079838.477945,1.9165454,1.022415
776079848.477945,3.4233649,1.1266942
776079858.477945,3.0738509,1.0595211
776079868.477945,3.4233649,1.1266942
776079878.477945,1.6864992,1.0222529
776079888.477945,3.0738509,1.0595211
776079898.477945,3.8910708,1.1273013
776079908.477945,2.2624948,1.0587034
776079918.477945,3.773963,1.1271421
776079928.477945,4.243124,1.1278093
776079938.477945,2.6095061,1.0590228
776079948.477945,2.8414402,1.0592616
776079958.477945,4.1256514,1.1276349
776079968.477945,2.7254136,1.0591396
776079978.477945,3.1902356,1.0596586
776079988.477945,3.1902356,1.0596586
776079998.477945,2.0317442,1.022504
776080008.477945,3.656976,1.1269878
776080018.477945,4.478437,1.1281731
776080028.477945,2.8414402,1.0592616
776080038.477945,3.656976,1.1269878
776080048.477945,2.8414402,1.0592616
776080058.477945,2.7254136,1.0591396
776080068.477945,4.478437,1.1281731
776080078.477945,3.54011,1.1268384
776080088.477945,3.54011,1.1268384
776080098.477945,4.1256514,1.1276349
776080108.477945,2.378047,1.0588048
776080118.477945,3.656976,1.1269878
776080128.477945,2.8414402,1.0592616
776080138.477945,3.656976,1.1269878
776080148.477945,2.378047,1.0588048
776080158.477945,2.1470606,1.0225983
776080168.477945,4.478437,1.1281731
776080178.477945,3.773963,1.1271421
776080188.477945,2.6095061,1.0590228
776080198.477945,3.0738509,1.0595211
776080208.477945,3.54011,1.1268384
776080218.477945,2.7254136,1.0591396
776080228.477945,2.7254136,1.0591396
776080238.477945,2.0317442,1.022504
776080248.477945,3.0738509,1.0595211
776080258.477945,3.4233649,1.1266942
776080268.477945,3.4233649,1.1266942
776080278.477945,3.54011,1.1268384
776080288.477945,2.7254136,1.0591396
776080298.477945,3.1902356,1.0596586
776080308.477945,1.6864992,1.0222529
776080318.477945,3.1902356,1.0596586
776080328.477945,3.0738509,1.0595211
776080338.477945,3.30674,1.0598016
776080348.477945,2.2624948,1.0587034
776080358.477945,2.0317442,1.022504
776080368.477945,3.773963,1.1271421
776080378.477945,4.1256514,1.1276349
776080388.477945,3.1902356,1.0596586
776080398.477945,3.1902356,1.0596586
776080408.477945,2.7254136,1.0591396
776080418.477945,3.0738509,1.0595211
776080428.477945,2.7254136,1.0591396
776080438.477945,4.7142406,1.1596842
776080448.477945,3.4233649,1.1266942
776080458.477945,2.7254136,1.0591396
776080468.477945,4.832327,1.1598786
776080478.477945,3.54011,1.1268384
776080488.477945,2.1470606,1.0225983
776080498.477945,2.1470606,1.0225983
776080508.477945,2.8414402,1.0592616
776080518.477945,4.360719,1.1279887
776080528.477945,2.378047,1.0588048
776080538.477945,2.7254136,1.0591396
776080548.477945,3.30674,1.0598016
776080558.477945,1.8014638,1.0223314
776080568.477945,2.6095061,1.0590228
776080578.477945,2.8414402,1.0592616
776080588.477945,3.4233649,1.1266942
776080598.477945,2.7254136,1.0591396
776080608.477945,3.1902356,1.0596586
776080618.477945,4.360719,1.1279887
776080628.477945,1.8014638,1.0223314
776080638.477945,3.1902356,1.0596586
776080648.477945,1.8014638,1.0223314
776080658.477945,2.0317442,1.022504
776080668.477945,3.656976,1.1269878
776080678.477945,2.2624948,1.0587034
776080688.477945,3.1902356,1.0596586
776080698.477945,3.8910708,1.1273013
776080708.477945,2.2624948,1.0587034
776080718.477945,2.8414402,1.0592616
776080728.477945,2.378047,1.0588048
776080738.477945,2.4937174,1.0589112
776080748.477945,2.2624948,1.0587034
776080758.477945,3.0738509,1.0595211
776080768.477945,3.773963,1.1271421
776080778.477945,1.6864992,1.0222529
776080788.477945,4.243124,1.1278093
776080798.477945,3.54011,1.1268384
776080808.477945,3.1902356,1.0596586
776080818.477945,2.4937174,1.0589112
776080828.477945,2.1470606,1.0225983
776080838.477945,4.950537,1.160078
776080848.477945,3.0738509,1.0595211
776080858.477945,2.0317442,1.022504
776080868.477945,3.0738509,1.0595211
776080878.477945,3.54011,1.1268384
776080888.477945,1.6864992,1.0222529
776080898.477945,1.3423054,1.022049
776080908.477945,4.243124,1.1278093
776080918.477945,3.8910708,1.1273013
776080928.477945,3.8910708,1.1273013
776080938.477945,1.4569203,1.0221117
776080948.477945,1.5716515,1.0221797
776080958.477945,2.378047,1.0588048
776080968.477945,3.54011,1.1268384
776080978.477945,4.7142406,1.1596842
776080988.477945,2.9575858,1.0593888
776080998.477945,3.8910708,1.1273013
776081008.477945,2.378047,1.0588048
776081018.477945,2.9575858,1.0593888
776081028.477945,2.9575858,1.0593888
776081038.477945,3.0738509,1.0595211
776081048.477945,3.656976,1.1269878
776081058.477945,2.6095061,1.0590228
776081068.477945,2.6095061,1.0590228
776081078.477945,3.656976,1.1269878
776081088.477945,4.1256514,1.1276349
776081098.477945,2.8414402,1.0592616
776081108.477945,2.0317442,1.022504
776081118.477945,3.8910708,1.1273013
776081128.477945,3.30674,1.0598016
776081138.477945,3.0738509,1.0595211
776081148.477945,3.4233649,1.1266942
776081158.477945,1.8014638,1.0223314
776081168.477945,2.1470606,1.0225983
776081178.477945,2.7254136,1.0591396
776081188.477945,1.6864992,1.0222529
776081198.477945,3.656976,1.1269878
776081208.477945,2.378047,1.0588048
776081218.477945,3.773963,1.1271421
776081228.477945,3.0738509,1.0595211
776081238.477945,2.8414402,1.0592616
776081248.477945,3.30674,1.0598016
776081258.477945,3.656976,1.1269878
776081268.477945,2.4937174,1.0589112
776081278.477945,3.4233649,1.1266942
776081288.477945,2.378047,1.0588048
776081298.477945,4.7142406,1.1596842
776081308.477945,3.30674,1.0598016
776081318.477945,2.9575858,1.0593888
776081328.477945,2.8414402,1.0592616
776081338.477945,2.2624948,1.0587034
776081348.477945,2.6095061,1.0590228
776081358.477945,0.8850048,0.9837562
776081368.477945,2.6095061,1.0590228
776081378.477945,3.0738509,1.0595211
776081388.477945,3.1902356,1.0596586
776081398.477945,2.6095061,1.0590228
776081408.477945,3.656976,1.1269878
776081418.477945,2.9575858,1.0593888
776081428.477945,1.8014638,1.0223314
776081438.477945,2.7254136,1.0591396
776081448.477945,3.30674,1.0598016
776081458.477945,2.7254136,1.0591396
776081468.477945,3.656976,1.1269878
776081478.477945,4.0083003,1.1274656
776081488.477945,3.8910708,1.1273013
776081498.477945,2.8414402,1.0592616
776081508.477945,2.0317442,1.022504
776081518.477945,4.950537,1.160078
776081528.477945,2.8414402,1.0592616
776081538.477945,2.6095061,1.0590228
776081548.477945,3.0738509,1.0595211
776081558.477945,4.0083003,1.1274656
776081568.477945,3.656976,1.1269878
776081578.477945,2.9575858,1.0593888
776081588.477945,4.360719,1.1279887
776081598.477945,2.8414402,1.0592616
776081608.477945,2.4937174,1.0589112
776081618.477945,2.7254136,1.0591396
776081628.477945,2.2624948,1.0587034
776081638.477945,3.0738509,1.0595211
776081648.477945,3.8910708,1.1273013
776081658.477945,3.0738509,1.0595211
776081668.477945,4.360719,1.1279887
776081678.477945,1.9165454,1.022415
776081688.477945,2.1470606,1.0225983
776081698.477945,4.0083003,1.1274656
776081708.477945,2.9575858,1.0593888
776081718.477945,2.9575858,1.0593888
776081728.477945,3.1902356,1.0596586
776081738.477945,2.0317442,1.022504
776081748.477945,2.2624948,1.0587034
776081758.477945,2.8414402,1.0592616
776081768.477945,3.656976,1.1269878
776081778.477945,3.1902356,1.0596586
776081788.477945,3.656976,1.1269878
776081798.477945,3.4233649,1.1266942
776081808.477945,2.7254136,1.0591396
776081818.477945,3.4233649,1.1266942
776081828.477945,2.378047,1.0588048
776081838.477945,2.8414402,1.0592616
776081848.477945,3.1902356,1.0596586
776081858.477945,4.0083003,1.1274656
776081868.477945,4.0083003,1.1274656
776081878.477945,2.0317442,1.022504
776081888.477945,4.950537,1.160078
776081898.477945,3.1902356,1.0596586
776081908.477945,1.4569203,1.0221117
776081918.477945,3.773963,1.1271421
776081928.477945,2.7254136,1.0591396
776081938.477945,3.0738509,1.0595211
776081948.477945,3.4233649,1.1266942
776081958.477945,2.4937174,1.0589112
776081968.477945,3.30674,1.0598016
776081978.477945,2.2624948,1.0587034
776081988.477945,2.8414402,1.0592616
776081998.477945,3.656976,1.1269878
776082008.477945,2.9575858,1.0593888
776082018.477945,2.6095061,1.0590228
776082028.477945,3.30674,1.0598016
776082038.477945,2.9575858,1.0593888
776082048.477945,4.7142406,1.1596842
776082058.477945,2.8414402,1.0592616
776082068.477945,3.656976,1.1269878
776082078.477945,2.8414402,1.0592616
776082088.477945,3.54011,1.1268384
776082098.477945,3.54011,1.1268384
776082108.477945,3.0738509,1.0595211
776082118.477945,2.9575858,1.0593888
776082128.477945,3.773963,1.1271421
776082138.477945,4.1256514,1.1276349
776082148.477945,2.1470606,1.0225983
776082158.477945,3.0738509,1.0595211
776082168.477945,3.4233649,1.1266942
776082178.477945,3.0738509,1.0595211
776082188.477945,2.9575858,1.0593888
776082198.477945,3.656976,1.1269878
776082208.477945,2.1470606,1.0225983
776082218.477945,2.8414402,1.0592616
776082228.477945,2.8414402,1.0592616
776082238.477945,4.360719,1.1279887
776082248.477945,2.1470606,1.0225983
776082258.477945,3.773963,1.1271421
776082268.477945,2.8414402,1.0592616
776082278.477945,3.8910708,1.1273013
776082288.477945,3.4233649,1.1266942
776082298.477945,5.1873283,1.1604918
776082308.477945,3.656976,1.1269878
776082318.477945,2.8414402,1.0592616
776082328.477945,2.8414402,1.0592616
776082338.477945,3.0738509,1.0595211
776082348.477945,4.243124,1.1278093
776082358.477945,2.7254136,1.0591396
776082368.477945,2.7254136,1.0591396
776082378.477945,1.8014638,1.0223314
776082388.477945,1.5716515,1.0221797
776082398.477945,2.1470606,1.0225983
776082408.477945,1.2278067,1.0219914
776082418.477945,2.8414402,1.0592616
776082428.477945,2.2624948,1.0587034
776082438.477945,3.656976,1.1269878
776082448.477945,3.656976,1.1269878
776082458.477945,3.8910708,1.1273013
776082468.477945,3.30674,1.0598016
776082478.477945,3.30674,1.0598016
776082488.477945,0.20250584,0.98360527
776082498.477945,1.8014638,1.0223314
776082508.477945,1.3423054,1.022049
776082518.477945,3.30674,1.0598016
776082528.477945,3.54011,1.1268384
776082538.477945,3.656976,1.1269878
776082548.477945,4.0083003,1.1274656
776082558.477945,3.0738509,1.0595211
776082568.477945,2.2624948,1.0587034
776082578.477945,2.1470606,1.0225983
776082588.477945,3.1902356,1.0596586
776082598.477945,2.6095061,1.0590228
776082608.477945,3.1902356,1.0596586
776082618.477945,3.8910708,1.1273013
776082628.477945,3.30674,1.0598016
776082638.477945,2.7254136,1.0591396
776082648.477945,4.950537,1.160078
776082658.477945,3.30674,1.0598016
776082668.477945,2.9575858,1.0593888
776082678.477945,4.7142406,1.1596842
776082688.477945,2.0317442,1.022504
776082698.477945,4.596277,1.1594948
776082708.477945,7.436223,1.2237734
776083024.304117,2.358223,1.0617492
776083034.304117,5.3917313,1.164627
776083044.304117,4.215739,1.0984523
776083054.304117,2.4734638,1.0618541
776083064.304117,3.748608,1.0977747
776083074.304117,3.5157351,1.0974665
776083084.304117,3.399471,1.09732
776083094.304117,3.8652172,1.0979364
776083104.304117,3.5157351,1.0974665
776083114.304117,1.783703,1.0250014
776083124.304117,3.1672862,1.062591
776083134.304117,4.215739,1.0984523
776083144.304117,3.2833214,1.0971785
776083154.304117,2.4734638,1.0618541
776083164.304117,3.1672862,1.062591
776083174.304117,2.9355578,1.0623248
776083184.304117,4.0987825,1.0982752
776083194.304117,2.358223,1.0617492
776083204.304117,3.5157351,1.0974665
776083214.304117,2.8198643,1.0621994
776083224.304117,1.783703,1.0250014
776083234.304117,3.632114,1.0976181
776083244.304117,2.5888176,1.061964
776083254.304117,4.4500003,1.1630343
776083264.304117,2.5888176,1.061964
776083274.304117,1.6691344,1.0249242
776083284.304117,3.632114,1.0976181
776083294.304117,3.0513651,1.0624553
776083304.304117,2.4734638,1.0618541
776083314.304117,4.4500003,1.1630343
776083324.304117,4.0987825,1.0982752
776083334.304117,1.898383,1.0250838
776083344.304117,2.358223,1.0617492
776083354.304117,2.358223,1.0617492
776083364.304117,1.3260958,1.0247236
776083374.304117,3.399471,1.09732
776083384.304117,1.440331,1.0247853
776083394.304117,4.215739,1.0984523
776083404.304117,3.632114,1.0976181
776083414.304117,3.2833214,1.0971785
776083424.304117,2.5888176,1.061964
776083434.304117,4.215739,1.0984523
776083444.304117,2.1280787,1.0615547
776083454.304117,4.215739,1.0984523
776083464.304117,4.4500003,1.1630343
776083474.304117,2.1280787,1.0615547
776083484.304117,2.9355578,1.0623248
776083494.304117,2.7042844,1.0620792
776083504.304117,1.6691344,1.0249242
776083514.304117,2.0131748,1.0251714
776083524.304117,2.358223,1.0617492
776083534.304117,2.2430944,1.0616494
776083544.304117,2.9355578,1.0623248
776083554.304117,3.1672862,1.062591
776083564.304117,3.981942,1.0981033
776083574.304117,3.1672862,1.062591
776083584.304117,3.2833214,1.0971785
776083594.304117,3.0513651,1.0624553
776083604.304117,2.7042844,1.0620792
776083614.304117,3.748608,1.0977747
776083624.304117,3.5157351,1.0974665
776083634.304117,1.783703,1.0250014
776083644.304117,4.0987825,1.0982752
776083654.304117,4.3328114,1.0986345
776083664.304117,3.2833214,1.0971785
776083674.304117,2.5888176,1.061964
776083684.304117,4.215739,1.0984523
776083694.304117,3.399471,1.09732
776083704.304117,3.399471,1.09732
776083714.304117,3.981942,1.0981033
776083724.304117,1.783703,1.0250014
776083734.304117,1.0979573,1.0246158
776083744.304117,3.0513651,1.0624553
776083754.304117,3.0513651,1.0624553
776083764.304117,3.748608,1.0977747
776083774.304117,3.981942,1.0981033
776083784.304117,4.4500003,1.1630343
776083794.304117,2.0131748,1.0251714
776083804.304117,2.8198643,1.0621994
776083814.304117,3.632114,1.0976181
776083824.304117,4.4500003,1.1630343
776083834.304117,4.215739,1.0984523
776083844.304117,3.2833214,1.0971785
776083854.304117,3.632114,1.0976181
776083864.304117,2.0131748,1.0251714
776083874.304117,2.8198643,1.0621994
776083884.304117,2.358223,1.0617492
776083894.304117,2.1280787,1.0615547
776083904.304117,1.440331,1.0247853
776083914.304117,3.981942,1.0981033
776083924.304117,2.8198643,1.0621994
776083934.304117,4.215739,1.0984523
776083944.304117,3.748608,1.0977747
776083954.304117,3.0513651,1.0624553
776083964.304117,2.9355578,1.0623248
776083974.304117,1.5546771,1.0248522
776083984.304117,4.3328114,1.0986345
776083994.304117,2.1280787,1.0615547
776084004.304117,3.748608,1.0977747
776084014.304117,2.0131748,1.0251714
776084024.304117,3.2833214,1.0971785
776084034.304117,4.919925,1.1637912
776084044.304117,3.399471,1.09732
776084054.304117,3.0513651,1.0624553
776084064.304117,3.2833214,1.0971785
776084074.304117,3.748608,1.0977747
776084084.304117,3.5157351,1.0974665
776084094.304117,3.2833214,1.0971785
776084104.304117,4.215739,1.0984523
776084114.304117,3.981942,1.0981033
776084124.304117,3.8652172,1.0979364
776084134.304117,2.0131748,1.0251714
776084144.304117,2.8198643,1.0621994
776084154.304117,5.5099783,1.1648483
776084164.304117,3.1672862,1.062591
776084174.304117,2.0131748,1.0251714
776084184.304117,3.8652172,1.0979364
776084194.304117,1.898383,1.0250838
776084204.304117,4.3328114,1.0986345
776084214.304117,2.4734638,1.0618541
776084224.304117,3.0513651,1.0624553
776084234.304117,3.0513651,1.0624553
776084244.304117,3.399471,1.09732
776084254.304117,3.2833214,1.0971785
776084264.304117,3.1672862,1.062591
776084274.304117,3.0513651,1.0624553
776084284.304117,3.0513651,1.0624553
776084294.304117,2.7042844,1.0620792
776084304.304117,3.748608,1.0977747
776084314.304117,2.9355578,1.0623248
776084324.304117,2.7042844,1.0620792
776084334.304117,2.4734638,1.0618541
776084344.304117,3.1672862,1.062591
776084354.304117,2.5888176,1.061964
776084364.304117,3.748608,1.0977747
776084374.304117,4.6847286,1.1634029
776084384.304117,4.3328114,1.0986345
776084394.304117,3.0513651,1.0624553
776084404.304117,2.358223,1.0617492
776084414.304117,3.632114,1.0976181
776084424.304117,3.632114,1.0976181
776084434.304117,3.399471,1.09732
776084444.304117,3.981942,1.0981033
776084454.304117,4.567306,1.1632161
776084464.304117,2.9355578,1.0623248
776084474.304117,1.898383,1.0250838
776084484.304117,2.358223,1.0617492
776084494.304117,3.1672862,1.062591
776084504.304117,2.7042844,1.0620792
776084514.304117,3.981942,1.0981033
776084524.304117,3.632114,1.0976181
776084534.304117,3.981942,1.0981033
776084544.304117,3.2833214,1.0971785
776084554.304117,1.898383,1.0250838
776084564.304117,2.9355578,1.0623248
776084574.304117,3.632114,1.0976181
776084584.304117,3.748608,1.0977747
776084594.304117,3.0513651,1.0624553
776084604.304117,2.7042844,1.0620792
776084614.304117,3.5157351,1.0974665
776084624.304117,2.8198643,1.0621994
776084634.304117,2.0131748,1.0251714
776084644.304117,5.984158,1.1958654
776084654.304117,3.632114,1.0976181
776084664.304117,2.4734638,1.0618541
776084674.304117,4.802268,1.1635946
776084684.304117,2.9355578,1.0623248
776084694.304117,2.5888176,1.061964
776084704.304117,3.632114,1.0976181
776084714.304117,4.0987825,1.0982752
776084724.304117,3.2833214,1.0971785
776084734.304117,1.440331,1.0247853
776084744.304117,2.4734638,1.0618541
776084754.304117,4.215739,1.0984523
776084764.304117,4.3328114,1.0986345
776084774.304117,3.0513651,1.0624553
776084784.304117,3.5157351,1.0974665
776084794.304117,5.865434,1.1956301
776084804.304117,3.8652172,1.0979364
